,Wine,Location,Rating,Price,Year
286,Dutton-Goldfield 2014 Cherry Ridge Vineyard Syrah (Russian River Valley),Sonoma,94,50.0,2014
287,Falcone 2015 Syrah (Paso Robles),Central Coast,94,30.0,2015
288,Horsepower 2014 Sur Echalas Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,94,120.0,2014
289,Carlisle 2015 Papa's Block Syrah (Russian River Valley),Sonoma,94,44.0,2015
290,Cayuse 2014 Armada Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,93,97.0,2014
291,Cayuse 2014 En Cerise Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,93,85.0,2014
292,Cayuse 2014 Wallah Wallah Special #6 Syrah (Walla Walla Valley (OR)),Oregon Other,93,175.0,2014
293,Cayuse 2014 En Chamberlain Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,93,85.0,2014
294,No Girls 2014 La Paciencia Vineyard Syrah (Walla Walla Valley (OR)),Oregon Other,92,75.0,2014
295,Leoness 2013 Signature Selection Syrah (Temecula Valley),South Coast,92,95.0,2013
296,Zaca Mesa 2013 Black Bear Block Syrah (Santa Ynez Valley),Central Coast,92,68.0,2013
297,Rendarrio Vineyards 2014 The Lost Ones Syrah (Santa Barbara County),Central Coast,91,34.0,2014
298,Firestone 2014 Clone 174 Syrah (Santa Ynez Valley),Central Coast,91,40.0,2014
299,Leoness 2013 Alessandro Vineyard Syrah (Temecula Valley),South Coast,91,46.0,2013
300,Tensley 2015 Colson Canyon Vineyard Syrah (Santa Barbara County),Central Coast,91,42.0,2015
301,Inspiration 2014 Syrah (Dry Creek Valley),Sonoma,91,36.0,2014
302,Belden Barns 2014 Estate Grown Syrah (Sonoma Mountain),Sonoma,91,42.0,2014
303,Grizzly Peak 2014 Syrah (Rogue Valley),Southern Oregon,90,25.0,2014
304,Vagabond 2014 Syrah (Napa Valley),Napa,90,60.0,2014
305,Belharra 2015 Las Madres Vineyards Syrah (Carneros),Napa-Sonoma,90,38.0,2015
306,Belharra 2016 Las Madres Vineyards Rosé of Syrah (Carneros),Napa-Sonoma,90,23.0,2016
307,Ken Brown 2013 Watch Hill Vineyard Syrah (Santa Barbara County),Central Coast,89,45.0,2013
308,Schultz 2012 Shepherd Steelhead Run Vineyard Syrah (Rogue Valley),Southern Oregon,89,26.0,2012
309,Qupé 2014 Syrah (Central Coast),Central Coast,88,20.0,2014
310,Falkner 2014 Rock Creek Vineyard Syrah (Temecula Valley),South Coast,88,45.0,2014
311,Chalk Hill 2014 Chairman's Club Syrah (Chalk Hill),Sonoma,88,60.0,2014
312,Amalie Robert 2011 Top Barrel Syrah (Willamette Valley),Willamette Valley,88,100.0,2011
313,Leoness 2013 Fitzpatrick Vineyard Syrah (Temecula Valley),South Coast,87,46.0,2013
314,Twill 2014 Steelhead Run Vineyard Syrah (Applegate Valley),Southern Oregon,87,40.0,2014
315,Firestone 2014 Syrah (Santa Ynez Valley),Central Coast,87,40.0,2014
316,Twill 2013 Syrah (Oregon),Oregon Other,86,27.0,2013
317,Twill 2014 Syrah (Oregon),Oregon Other,86,27.0,2014
318,Monte De Oro 2011 Vista del Monte Vineyard Reserve Syrah (Temecula Valley),South Coast,85,80.0,2011
319,Rasa 2013 Veritas Sequitur SJR Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,94,95.0,2013
320,Brecon Estate 2015 Syrah (Adelaida District),Central Coast,94,59.0,2015
321,Reynvaan Family Vineyards 2014 Foothills Reserve Syrah (Walla Walla Valley (WA)),Columbia Valley,94,70.0,2014
322,Reynvaan Family Vineyards 2014 Estate In the Rocks Syrah (Walla Walla Valley (WA)),Columbia Valley,93,70.0,2014
323,Tenor 2014 Syrah (Columbia Valley (WA)),Columbia Valley,93,58.0,2014
324,Bodkin 2016 Hotspur Rosé of Syrah (Russian River Valley),Sonoma,93,19.0,2016
325,W.T. Vintners 2014 Damavian Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,93,45.0,2014
326,Efeste 2014 Ceidleigh Syrah (Red Mountain),Columbia Valley,93,39.0,2014
327,Waxwing 2014 Lester Family Vineyard Syrah (Santa Cruz Mountains),Central Coast,93,32.0,2014
328,Carucci 2013 Duvarita Vineyard Syrah (Santa Barbara County),Central Coast,93,42.0,2013
329,Ardor 2015 Quaternarium Reserve Syrah (Columbia Valley (WA)),Columbia Valley,93,70.0,2015
330,Block Wines 2015 Ankleroller Block Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,93,50.0,2015
331,Cattleya 2015 Soberanes Vineyard Syrah (Santa Lucia Highlands),Central Coast,93,70.0,2015
332,Fess Parker 2014 Rodney's Vineyard Syrah (Santa Barbara County),Central Coast,93,49.0,2014
333,Reynvaan Family Vineyards 2014 Estate Foothills in the Sun Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,93,70.0,2014
334,Kevin White 2015 En Hommage Syrah (Yakima Valley),Columbia Valley,93,28.0,2015
335,Syncline 2014 Estate Vineyard Syrah (Columbia Gorge (WA)),Washington Other,92,60.0,2014
336,Efeste 2014 Eléni Red Willow Vineyard Syrah (Yakima Valley),Columbia Valley,92,59.0,2014
337,Efeste 2014 Jolie Bouche Syrah (Yakima Valley),Columbia Valley,92,44.0,2014
338,Carucci 2014 Slide Hill Vineyard Syrah (Edna Valley),Central Coast,92,45.0,2014
339,Guardian 2014 The Informant Syrah (Wahluke Slope),Columbia Valley,92,30.0,2014
340,W.T. Vintners 2014 Gorgeous Destiny Ridge Vineyard Syrah (Horse Heaven Hills),Columbia Valley,92,30.0,2014
341,Zaca Mesa 2013 Eight Barrel Syrah (Santa Ynez Valley),Central Coast,92,48.0,2013
342,Reynvaan Family Vineyards 2014 Estate The Contender In the Rocks Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,92,85.0,2014
343,Lawrelin 2004 Syrah (Columbia Valley (WA)),Columbia Valley,92,42.0,2004
344,Ardor 2015 Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,91,50.0,2015
345,Solminer 2015 Nebulite Sparkling Syrah (Santa Ynez Valley),Central Coast,91,42.0,2015
346,Tenet 2015 The Pundit Syrah (Columbia Valley (WA)),Columbia Valley,91,25.0,2015
347,Cloak & Dagger 2013 The Conspirator's Reserve Syrah (Templeton Gap District),Central Coast,91,36.0,2013
348,Ardor 2015 Lawrence Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,91,50.0,2015
349,Ardor 2015 Red Heaven Vineyard Syrah (Red Mountain),Columbia Valley,91,50.0,2015
350,Columbia Crest 2015 Grand Estates Syrah (Columbia Valley (WA)),Columbia Valley,91,12.0,2015
351,Sequel 2014 Syrah (Columbia Valley (WA)),Columbia Valley,91,60.0,2014
352,Stevens 2014 StevensBlackTongue Syrah (Yakima Valley),Columbia Valley,91,32.0,2014
353,Andrew Murray 2015 Tous les Jours Syrah (Santa Ynez Valley),Central Coast,91,18.0,2015
354,Reynvaan Family Vineyards 2014 Estate Stonessence In the Rocks Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,91,100.0,2014
355,Northstar 2014 Syrah (Walla Walla Valley (WA)),Columbia Valley,91,60.0,2014
356,Zaca Mesa 2013 Mesa Reserve Syrah (Santa Ynez Valley),Central Coast,91,48.0,2013
357,Alleromb 2014 Scarline Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,91,65.0,2014
358,Lincourt 2014 Syrah (Sta. Rita Hills),Central Coast,90,38.0,2014
359,Spring Valley Vineyard 2014 Nina Lee Syrah (Walla Walla Valley (WA)),Columbia Valley,90,50.0,2014
360,Fazeli Cellars 2014 Shiraz (Temecula Valley),South Coast,90,48.0,2014
361,Co Dinn 2014 Roskamp Vineyard Block Two Syrah (Snipes Mountain),Columbia Valley,90,50.0,2014
362,Col Solare 2014 Component Collection Estate Vineyard Syrah (Red Mountain),Columbia Valley,90,85.0,2014
363,Record Family Wines 2014 Reserve Syrah (Paso Robles),Central Coast,89,35.0,2014
364,Fielding Hills 2014 Estate Riverbend Vineyard Syrah (Wahluke Slope),Columbia Valley,89,42.0,2014
365,Ardor 2015 Art Den Hoed Vineyard Syrah (Yakima Valley),Columbia Valley,89,50.0,2015
366,Pech Merle 2016 Ivy Rosé de Syrah (Sonoma County),Sonoma,88,23.0,2016
367,Kontos 2014 Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,88,41.0,2014
368,Cooper-Garrod 2013 Finley Vineyard Syrah (Santa Cruz Mountains),Central Coast,88,35.0,2013
369,Charles Smith 2015 Boom Boom! Syrah (Washington),Washington Other,87,14.0,2015
370,Ambassador Vineyard 2014 Estate Grown Syrah (Red Mountain),Columbia Valley,87,30.0,2014
371,Ambassador Vineyard 2014 Plenipotentiary Estate Grown Syrah (Red Mountain),Columbia Valley,87,50.0,2014
372,Kessler-Haak 2016 Rose of Syrah (Sta. Rita Hills),Central Coast,87,28.0,2016
373,Rodney Strong 2014 Cooley Ranch Syrah (North Coast),North Coast,94,30.0,2014
374,Saint K 2013 Presqu'ile Vineyard Syrah (Santa Maria Valley),Central Coast,93,38.0,2013
375,Mark Ryan 2014 Lost Soul Red Willow Vineyard Syrah (Yakima Valley),Columbia Valley,93,48.0,2014
376,Savage Grace 2015 Underwood Mountain Vineyards Syrah (Columbia Gorge (WA)),Washington Other,92,35.0,2015
377,Chalone 2012 Estate Grown Syrah (Chalone),Central Coast,92,30.0,2012
378,Gorman 2014 The Pixie Syrah (Red Mountain),Columbia Valley,92,45.0,2014
379,Beckmen 2014 Purisima Mountain Vineyard Syrah (Ballard Canyon),Central Coast,92,32.0,2014
380,Rusack 2014 Estate Reserve Syrah (Ballard Canyon),Central Coast,92,40.0,2014
381,Hoi Polloi 2014 Syrah (Sta. Rita Hills),Central Coast,92,48.0,2014
382,Waxwing 2015 Halcon Vineyard Syrah (Yorkville Highlands),North Coast,92,50.0,2015
383,Pursued by Bear 2013 Baby Bear Syrah (Columbia Valley (WA)),Columbia Valley,91,60.0,2013
384,Lauren Ashton Cellars 2013 Syrah (Columbia Valley (WA)),Columbia Valley,91,35.0,2013
385,Jaxon 2013 Syrah (Rogue Valley),Southern Oregon,91,30.0,2013
386,Mark Ryan 2014 Wild Eyed Syrah (Red Mountain),Columbia Valley,91,48.0,2014
387,Damsel 2014 Syrah (Columbia Valley (WA)),Columbia Valley,91,28.0,2014
388,Rusack 2014 Estate Syrah (Ballard Canyon),Central Coast,91,30.0,2014
389,Savage Grace 2016 Red Willow Vineyard Syrah (Yakima Valley),Columbia Valley,91,28.0,2016
390,Gorman 2014 The Sleeping Giant Boushey Vineyard Syrah (Yakima Valley),Columbia Valley,91,60.0,2014
391,Aver Family Vineyards 2013 Homage Syrah (Santa Clara Valley),Central Coast,91,50.0,2013
392,Lawer 2016 Estate Vineyard Rosé of Syrah (Knights Valley),Sonoma,91,24.0,2016
393,Miraflores 2011 Estate Syrah (El Dorado),Sierra Foothills,91,30.0,2011
394,William Church 2014 Red Willow Vineyard Syrah (Yakima Valley),Columbia Valley,91,40.0,2014
395,Sweet Cheeks 2014 Limited Edition Winemaker Series Syrah (Applegate Valley),Southern Oregon,90,63.0,2014
396,Klinker Brick 2014 Farráh Syrah (Lodi),Central Valley,90,20.0,2014
397,Barnard Griffin 2015 Syrah (Columbia Valley (WA)),Columbia Valley,90,17.0,2015
398,Carlisle 2015 Syrah (Sonoma County),Sonoma,90,25.0,2015
399,Hoi Polloi 2014 Double Exposure Syrah (Central Coast),Central Coast,90,48.0,2014
400,Uptick Vineyards 2011 Estate Syrah (Russian River Valley),Sonoma,90,42.0,2011
401,Beckmen 2014 Clone #1 Purisima Mountain Vineyard Syrah (Ballard Canyon),Central Coast,90,55.0,2014
402,Swiftwater Cellars 2014 Syrah (Columbia Valley (WA)),Columbia Valley,89,35.0,2014
403,McClean 2015 One Last Syrah (Central Coast),Central Coast,88,16.0,2015
404,Owen Roe 2015 Ex Umbris Syrah (Yakima Valley),Columbia Valley,88,21.0,2015
405,Columbia Crest 2014 Reserve Coyote Canyon Syrah (Horse Heaven Hills),Columbia Valley,88,40.0,2014
406,Pianetta 2014 Syrah (Monterey),Central Coast,88,36.0,2014
407,Hedges 2013 Descendants Liégeois Dupont Les Gosses Vineyard Syrah (Red Mountain),Columbia Valley,88,30.0,2013
408,Seven Falls 2014 GPS Series Mracheck Vineyard Syrah (Wahluke Slope),Columbia Valley,88,40.0,2014
409,William Church 2014 Keystone Series Lewis Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,88,55.0,2014
410,Sweet Cheeks 2013 Barrel Select Syrah (Southern Oregon),Southern Oregon,87,28.0,2013
411,Mira 2013 Hyde Vineyard Syrah (Napa Valley),Napa,87,45.0,2013
412,Three Rivers 2014 Syrah (Walla Walla Valley (WA)),Columbia Valley,87,39.0,2014
413,Gorman 2014 Black Curtain Reserve Syrah (Red Mountain),Columbia Valley,87,80.0,2014
414,Murray 2014 Syrah (Red Mountain),Columbia Valley,87,25.0,2014
415,Spicerack 2015 Syrah (Sonoma County),Sonoma,87,24.0,2015
416,Snoqualmie 2014 Syrah (Columbia Valley (WA)),Columbia Valley,86,10.0,2014
417,South Stage 2012 Syrah (Rogue Valley),Southern Oregon,86,30.0,2012
418,Noviello 2014 Syrah (Red Mountain),Columbia Valley,86,48.0,2014
419,Cline 2015 Syrah (Sonoma County),Sonoma,85,11.0,2015
420,Gamache 2013 Estate Grown Syrah (Columbia Valley (WA)),Columbia Valley,85,30.0,2013
421,Saviah 2014 The Funk Estate Syrah (Walla Walla Valley (WA)),Columbia Valley,94,60.0,2014
422,Waters 2014 Old Stones Syrah (Walla Walla Valley (WA)),Columbia Valley,94,50.0,2014
423,Waxwing 2014 Flocchini Vineyard Petaluma Gap Syrah (Sonoma Coast),Sonoma,93,32.0,2014
424,Nicora 2014 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,93,55.0,2014
425,Chamisal Vineyards 2014 Syrah (Edna Valley),Central Coast,93,40.0,2014
426,Sinor-LaVallee 2014 Syrah (San Luis Obispo),Central Coast,93,28.0,2014
428,Saviah 2014 Syrah (Walla Walla Valley (WA)),Columbia Valley,93,32.0,2014
429,Hard Six Cellars 2014 Seven Pillars Jess' Block Syrah (Fort Ross-Seaview),Sonoma,93,60.0,2014
430,Hard Six Cellars 2014 Seven Pillars Syrah (Fort Ross-Seaview),Sonoma,93,40.0,2014
432,Nicora 2014 Slide Hill Vineyard Syrah (Edna Valley),Central Coast,92,55.0,2014
433,Joseph Swan Vineyards 2010 Trenton Estate Vineyard Syrah (Russian River Valley),Sonoma,92,36.0,2010
434,Kivelstadt Cellars 2013 The Inheritance Syrah (Sonoma Valley),Sonoma,92,45.0,2013
435,Trust 2014 Syrah (Walla Walla Valley (WA)),Columbia Valley,92,32.0,2014
436,Écluse 2014 Lock Vineyard Syrah (Paso Robles),Central Coast,92,38.0,2014
437,Amavi 2014 Estate Vineyards Les Collines Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,92,41.0,2014
438,Babcock 2014 Upper Crust Syrah (Santa Maria Valley),Central Coast,92,35.0,2014
439,Epiphany 2014 Bien Nacido Vineyard Syrah (Santa Maria Valley),Central Coast,92,49.0,2014
440,Eight Bells 2014 Eight Clones Red Willow Vineyard Syrah (Yakima Valley),Columbia Valley,92,35.0,2014
441,Samuel Louis Smith 2014 Lafond Vineyard Syrah (Sta. Rita Hills),Central Coast,91,33.0,2014
442,Ampelos 2016 Rosé of Syrah (Santa Ynez Valley),Central Coast,91,18.0,2016
443,Koehler 2014 Syrah (Santa Ynez Valley),Central Coast,91,35.0,2014
444,Martin Ranch 2013 Thérèse Vineyards Lester Family Vineyards Syrah (Santa Cruz Mountains),Central Coast,91,38.0,2013
445,Silver Mountain 2012 Syrah (Santa Cruz Mountains),Central Coast,91,34.0,2012
446,Morgan 2014 G 17 Syrah (Santa Lucia Highlands),Central Coast,91,22.0,2014
447,Big Basin 2013 Coastview Vineyard Syrah (Monterey County),Central Coast,91,48.0,2013
448,Cass 2013 Backbone Syrah (Paso Robles),Central Coast,91,49.0,2013
449,Demetria 2014 North Slope Syrah (Santa Ynez Valley),Central Coast,91,43.0,2014
450,Spicy Vines 2014 Dragon's Kiss Syrah (Sonoma County),Sonoma,91,38.0,2014
451,Anaba 2014 Bismark Vineyard Syrah (Moon Mountain District Sonoma County),Sonoma,91,46.0,2014
452,Fess Parker 2014 Syrah (Santa Barbara County),Central Coast,90,30.0,2014
453,Buttonwood Farm 2016 Rosé of Syrah (Santa Ynez Valley),Central Coast,90,20.0,2016
454,L'Ecole No. 41 2014 Estate Grown Seven Hills Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,90,37.0,2014
455,Ascencion 2014 Mayhem Syrah (Paso Robles),Central Coast,90,56.0,2014
456,Ampelos 2013 Ampelos Vineyard Syrah (Sta. Rita Hills),Central Coast,90,35.0,2013
457,Crux 2013 Syrah (Russian River Valley),Sonoma,90,38.0,2013
458,Saviah 2015 The Jack Syrah (Columbia Valley (WA)),Columbia Valley,90,18.0,2015
459,Kerloo 2015 Blue Mountain Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,90,20.0,2015
460,Amavi 2014 Estate Syrah (Walla Walla Valley (WA)),Columbia Valley,90,33.0,2014
461,Cedar River Cellars 2014 Bella Bella Syrah (Columbia Valley (WA)),Columbia Valley,89,32.0,2014
462,Cottonwood Canyon 2013 Patience Syrah (Santa Maria Valley),Central Coast,89,80.0,2013
463,L'Ecole No. 41 2014 Syrah (Columbia Valley (WA)),Columbia Valley,89,25.0,2014
464,Epiphany 2014 Hampton Vineyard Syrah (Santa Barbara County),Central Coast,88,35.0,2014
465,VGS Chateau Potelle 2014 Syrah (Mount Veeder),Napa,88,75.0,2014
466,Phelps Creek 2013 Reserve Syrah (Columbia Gorge (OR)),Oregon Other,88,34.0,2013
467,Mercer 2014 Reserve Spice Cabinet Vineyard Syrah (Horse Heaven Hills),Columbia Valley,87,42.0,2014
468,Hogue 2013 Terroir Syrah (Snipes Mountain),Columbia Valley,86,25.0,2013
469,Random Wine 2013 Destiny Ridge Vineyard Syrah (Columbia Valley (WA)),Columbia Valley,86,29.0,2013
470,Peter Cellars 2014 Syrah (Sonoma Valley),Sonoma,82,31.0,2014
471,Shafer 2013 Relentless Syrah (Napa Valley),Napa,95,87.0,2013
472,Dragonette 2013 MJM Syrah (Santa Ynez Valley),Central Coast,95,75.0,2013
473,Nicora 2014 Buxom Syrah (Central Coast),Central Coast,93,50.0,2014
474,Two Vintners 2014 Some Days Are Stones Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,93,50.0,2014
475,Patland 2014 Stagecoach Vineyard Syrah (Napa Valley),Napa,93,80.0,2014
476,Lorenzi Estate 2013 Estate Grown Syrah (Temecula Valley),South Coast,93,48.0,2013
477,Two Vintners 2014 Syrah (Columbia Valley (WA)),Columbia Valley,93,21.0,2014
478,Dragonette 2014 Seven Syrah (Santa Ynez Valley),Central Coast,93,45.0,2014
479,Law 2013 Intrepid Syrah (Paso Robles),Central Coast,92,750.0,2013
480,Prospect 772 2014 The Brawler Syrah (Calaveras County),Sierra Foothills,92,39.0,2014
481,Two Vintners 2014 Some Days Are Diamonds May's Discovery Vineyard Syrah (Horse Heaven Hills),Columbia Valley,92,50.0,2014
482,Structure 2014 Bauhaus Syrah (Columbia Valley (WA)),Columbia Valley,92,25.0,2014
483,Bien Nacido 2013 Syrah (Santa Maria Valley),Central Coast,92,60.0,2013
484,Gramercy 2014 Forgotten Hills Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,92,60.0,2014
485,Big Basin 2013 Old Corral Syrah (Santa Cruz Mountains),Central Coast,92,55.0,2013
486,Gramercy 2014 Lagniappe Syrah (Columbia Valley (WA)),Columbia Valley,92,60.0,2014
487,Block Wines 2014 Ankleroller Block Stoney Vine Vineyard Syrah (Walla Walla Valley (WA)),Columbia Valley,92,50.0,2014
488,Clay Pigeon 2013 Syrah (Rogue Valley),Southern Oregon,91,30.0,2013
489,Skinner 2013 Syrah (El Dorado),Sierra Foothills,91,28.0,2013
490,Sola 2013 Syrah (Mendocino County),California,91,15.0,2013
491,Big Basin 2013 Rattlesnake Rock Syrah (Santa Cruz Mountains),Central Coast,91,55.0,2013
492,Longboard 2013 Syrah (Russian River Valley),Sonoma,91,30.0,2013
493,DeLille 2014 Signature Syrah (Yakima Valley),Columbia Valley,91,46.0,2014
494,Quady North 2013 Mae's Vineyard Syrah (Applegate Valley),Southern Oregon,91,29.0,2013
495,Structure 2014 Foundation Syrah (Columbia Valley (WA)),Columbia Valley,91,35.0,2014
496,Gramercy 2014 John Lewis Syrah (Walla Walla Valley (WA)),Columbia Valley,91,85.0,2014
497,Structure 2014 Wallula Syrah (Horse Heaven Hills),Columbia Valley,91,35.0,2014
498,Baldassari Family Wines 2014 Nolan Vineyard Syrah (Bennett Valley),Sonoma,90,32.0,2014
499,Michael David 2014 6th Sense Syrah (Lodi),Central Valley,90,16.0,2014
500,Niner 2014 Estate Grown Syrah (Paso Robles),Central Coast,90,30.0,2014
501,Quady North 2013 Serenade Vineyard Syrah (Rogue Valley),Southern Oregon,90,29.0,2013
502,Plaisance Ranch 2014 Papa Joe's Private Stash Syrah (Applegate Valley),Southern Oregon,89,30.0,2014
503,Archeus 2014 Genesis Syrah (Red Mountain),Columbia Valley,89,38.0,2014
504,Karine 2012 Love Ranch Vineyard Syrah (Madera County),Central Valley,89,31.0,2012
505,Mallea 2015 Alondra de Los Prados Vineyard Syrah (Santa Barbara County),Central Coast,89,25.0,2015
506,Quady North 2013 Steelhead Run Vineyard Syrah (Applegate Valley),Southern Oregon,89,29.0,2013
507,Lone Birch 2014 Syrah (Yakima Valley),Columbia Valley,89,13.0,2014
508,Robert Ramsay 2014 Syrah (Columbia Valley (WA)),Columbia Valley,89,35.0,2014
509,Robert Renzoni 2016 Lyric Rose of Syrah (Temecula Valley),South Coast,89,28.0,2016
510,Sanglier Cellars 2013 Folded Rock Kick Ranch Syrah (Sonoma County),Sonoma,88,55.0,2013
511,TruthTeller 2014 The Cynic Syrah (Columbia Valley (WA)),Columbia Valley,88,40.0,2014
512,Tin Barn 2013 Coryelle Fields Vineyard Syrah (Sonoma Coast),Sonoma,88,27.0,2013
513,14 Hands 2014 The Reserve Syrah (Horse Heaven Hills),Columbia Valley,87,30.0,2014
514,Lawer 2014 Betsy's Vineyard Estate Syrah (Knights Valley),Sonoma,86,32.0,2014
515,San Simeon 2012 Estate Reserve Syrah (Paso Robles),Central Coast,85,22.0,2012
516,Jaffurs 2013 Thompson Vineyard Syrah (Santa Barbara County),Central Coast,94,50.0,2013
